Selection treatment,Line,Maternal age,Maternal.ID,Sex,Development time,Lifespan
Long-life,BlueLong,1,BlueLong10,F,24,31
Long-life,BlueLong,1,BlueLong10,M,22,22
Long-life,BlueLong,1,BlueLong10,M,21,25
Long-life,BlueLong,1,BlueLong10,F,22,44
Long-life,BlueLong,1,BlueLong10,M,22,17
Long-life,BlueLong,1,BlueLong10,M,22,27
Long-life,BlueLong,1,BlueLong10,F,23,29
Long-life,BlueLong,1,BlueLong10,M,23,22
Long-life,BlueLong,1,BlueLong10,F,23,30
Long-life,BlueLong,1,BlueLong10,F,23,35
Long-life,BlueLong,1,BlueLong10,F,23,42
Long-life,BlueLong,1,BlueLong10,M,23,21
Long-life,BlueLong,1,BlueLong10,F,21,39
Long-life,BlueLong,1,BlueLong10,F,22,42
Long-life,BlueLong,1,BlueLong10,F,23,34
Long-life,BlueLong,1,BlueLong10,M,22,27
Long-life,BlueLong,1,BlueLong10,M,21,32
Long-life,BlueLong,1,BlueLong10,F,24,38
Long-life,BlueLong,1,BlueLong10,M,21,28
Long-life,BlueLong,1,BlueLong11,M,21,22
Long-life,BlueLong,1,BlueLong11,M,22,20
Long-life,BlueLong,1,BlueLong11,F,22,29
Long-life,BlueLong,1,BlueLong11,F,21,27
Long-life,BlueLong,1,BlueLong11,M,24,25
Long-life,BlueLong,1,BlueLong11,F,21,29
Long-life,BlueLong,1,BlueLong11,F,22,27
Long-life,BlueLong,1,BlueLong11,F,22,30
Long-life,BlueLong,1,BlueLong11,F,21,22
Long-life,BlueLong,1,BlueLong11,F,21,35
Long-life,BlueLong,1,BlueLong11,M,21,18
Long-life,BlueLong,1,BlueLong11,F,21,31
Long-life,BlueLong,1,BlueLong11,F,23,30
Long-life,BlueLong,1,BlueLong11,M,21,18
Long-life,BlueLong,1,BlueLong11,F,22,29
Long-life,BlueLong,1,BlueLong11,M,21,19
Long-life,BlueLong,1,BlueLong11,M,21,24
Long-life,BlueLong,1,BlueLong11,F,22,26
Long-life,BlueLong,1,BlueLong11,M,22,23
Long-life,BlueLong,1,BlueLong11,M,22,20
Long-life,BlueLong,1,BlueLong11,M,23,21
Long-life,BlueLong,1,BlueLong11,F,23,15
Long-life,BlueLong,1,BlueLong11,M,22,16
Long-life,BlueLong,1,BlueLong11,F,22,16
Long-life,BlueLong,1,BlueLong11,F,21,30
Long-life,BlueLong,1,BlueLong11,M,22,20
Long-life,BlueLong,1,BlueLong11,M,22,19
Long-life,BlueLong,1,BlueLong11,F,21,28
Long-life,BlueLong,1,BlueLong12,M,21,19
Long-life,BlueLong,1,BlueLong12,M,21,19
Long-life,BlueLong,1,BlueLong12,F,24,24
Long-life,BlueLong,1,BlueLong12,M,22,22
Long-life,BlueLong,1,BlueLong12,F,23,21
Long-life,BlueLong,1,BlueLong12,M,22,20
Long-life,BlueLong,1,BlueLong12,F,22,28
Long-life,BlueLong,1,BlueLong12,M,21,16
Long-life,BlueLong,1,BlueLong12,F,21,24
Long-life,BlueLong,1,BlueLong12,M,21,20
Long-life,BlueLong,1,BlueLong12,F,23,28
Long-life,BlueLong,1,BlueLong12,F,22,19
Long-life,BlueLong,1,BlueLong12,F,23,27
Long-life,BlueLong,1,BlueLong12,M,22,15
Long-life,BlueLong,1,BlueLong12,M,21,24
Long-life,BlueLong,1,BlueLong12,M,21,20
Long-life,BlueLong,1,BlueLong12,M,21,23
Long-life,BlueLong,1,BlueLong12,F,23,25
Long-life,BlueLong,1,BlueLong12,F,22,28
Long-life,BlueLong,1,BlueLong12,M,23,18
Long-life,BlueLong,1,BlueLong12,F,26,21
Long-life,BlueLong,1,BlueLong12,M,31,17
Long-life,BlueLong,1,BlueLong12,F,22,23
Long-life,BlueLong,1,BlueLong12,M,21,19
Long-life,BlueLong,1,BlueLong12,F,22,31
Long-life,BlueLong,1,BlueLong12,M,21,15
Long-life,BlueLong,1,BlueLong12,F,22,28
Long-life,BlueLong,1,BlueLong12,F,23,30
Long-life,BlueLong,1,BlueLong12,M,26,18
Long-life,BlueLong,1,BlueLong12,F,23,30
Long-life,BlueLong,1,BlueLong12,M,22,23
Long-life,BlueLong,1,BlueLong12,M,21,19
Long-life,BlueLong,1,BlueLong12,M,22,15
Long-life,BlueLong,1,BlueLong12,M,23,22
Long-life,BlueLong,1,BlueLong12,F,26,16
Long-life,BlueLong,1,BlueLong12,F,22,38
Long-life,BlueLong,1,BlueLong12,F,22,21
Long-life,BlueLong,1,BlueLong12,M,21,13
Long-life,BlueLong,1,BlueLong12,F,22,32
Long-life,BlueLong,1,BlueLong12,M,23,20
Long-life,BlueLong,1,BlueLong12,F,25,24
Long-life,BlueLong,1,BlueLong12,M,23,21
Long-life,BlueLong,1,BlueLong12,F,26,21
Long-life,BlueLong,1,BlueLong13,M,21,19
Long-life,BlueLong,1,BlueLong13,F,23,26
Long-life,BlueLong,1,BlueLong13,F,20,19
Long-life,BlueLong,1,BlueLong13,F,21,26
Long-life,BlueLong,1,BlueLong13,F,22,35
Long-life,BlueLong,1,BlueLong13,F,21,25
Long-life,BlueLong,1,BlueLong13,F,21,23
Long-life,BlueLong,1,BlueLong13,F,21,24
Long-life,BlueLong,1,BlueLong13,M,21,26
Long-life,BlueLong,1,BlueLong13,M,21,19
Long-life,BlueLong,1,BlueLong13,M,21,17
Long-life,BlueLong,1,BlueLong13,F,21,28
Long-life,BlueLong,1,BlueLong13,F,21,23
Long-life,BlueLong,1,BlueLong13,F,21,28
Long-life,BlueLong,1,BlueLong13,F,23,29
Long-life,BlueLong,1,BlueLong13,M,21,20
Long-life,BlueLong,1,BlueLong13,M,22,18
Long-life,BlueLong,1,BlueLong13,F,21,25
Long-life,BlueLong,1,BlueLong13,M,21,21
Long-life,BlueLong,1,BlueLong13,M,21,20
Long-life,BlueLong,1,BlueLong13,M,20,23
Long-life,BlueLong,1,BlueLong13,F,21,26
Long-life,BlueLong,1,BlueLong13,M,21,23
Long-life,BlueLong,1,BlueLong13,F,21,25
Long-life,BlueLong,1,BlueLong13,M,21,21
Long-life,BlueLong,1,BlueLong13,F,20,19
Long-life,BlueLong,1,BlueLong13,M,21,19
Long-life,BlueLong,1,BlueLong13,M,21,18
Long-life,BlueLong,1,BlueLong13,M,22,21
Long-life,BlueLong,1,BlueLong13,F,21,25
Long-life,BlueLong,1,BlueLong13,M,21,15
Long-life,BlueLong,1,BlueLong13,F,23,26
Long-life,BlueLong,1,BlueLong13,F,22,37
Long-life,BlueLong,1,BlueLong13,F,21,28
Long-life,BlueLong,1,BlueLong13,F,21,27
Long-life,BlueLong,1,BlueLong13,F,21,31
Long-life,BlueLong,1,BlueLong13,F,21,25
Long-life,BlueLong,1,BlueLong13,M,21,16
Long-life,BlueLong,1,BlueLong13,F,22,34
Long-life,BlueLong,1,BlueLong13,M,20,23
Long-life,BlueLong,1,BlueLong13,F,21,31
Long-life,BlueLong,1,BlueLong13,F,21,25
Long-life,BlueLong,1,BlueLong14,M,21,25
Long-life,BlueLong,1,BlueLong14,F,22,29
Long-life,BlueLong,1,BlueLong14,M,22,8
Long-life,BlueLong,1,BlueLong14,F,23,21
Long-life,BlueLong,1,BlueLong14,M,22,24
Long-life,BlueLong,1,BlueLong14,M,22,26
Long-life,BlueLong,1,BlueLong14,M,21,21
Long-life,BlueLong,1,BlueLong14,F,25,29
Long-life,BlueLong,1,BlueLong14,M,22,22
Long-life,BlueLong,1,BlueLong14,F,22,32
Long-life,BlueLong,1,BlueLong14,F,21,32
Long-life,BlueLong,1,BlueLong14,M,21,10
Long-life,BlueLong,1,BlueLong14,M,21,21
Long-life,BlueLong,1,BlueLong14,F,22,23
Long-life,BlueLong,1,BlueLong14,F,24,23
Long-life,BlueLong,1,BlueLong14,F,21,27
Long-life,BlueLong,1,BlueLong14,M,21,15
Long-life,BlueLong,1,BlueLong14,F,24,36
Long-life,BlueLong,1,BlueLong14,F,23,25
Long-life,BlueLong,1,BlueLong14,M,21,23
Long-life,BlueLong,1,BlueLong14,F,21,27
Long-life,BlueLong,1,BlueLong14,F,22,33
Long-life,BlueLong,1,BlueLong14,F,23,28
Long-life,BlueLong,1,BlueLong14,F,22,22
Long-life,BlueLong,1,BlueLong14,F,23,37
Long-life,BlueLong,1,BlueLong14,M,22,21
Long-life,BlueLong,1,BlueLong14,F,26,21
Long-life,BlueLong,1,BlueLong14,F,22,27
Long-life,BlueLong,1,BlueLong14,M,21,23
Long-life,BlueLong,1,BlueLong14,M,21,23
Long-life,BlueLong,1,BlueLong14,M,21,18
Long-life,BlueLong,1,BlueLong14,F,24,25
Long-life,BlueLong,1,BlueLong14,M,21,20
Long-life,BlueLong,1,BlueLong14,F,23,24
Long-life,BlueLong,1,BlueLong14,M,22,17
Long-life,BlueLong,1,BlueLong14,M,22,21
Long-life,BlueLong,1,BlueLong14,M,21,28
Long-life,BlueLong,1,BlueLong14,M,21,20
Long-life,BlueLong,1,BlueLong14,M,22,28
Long-life,BlueLong,1,BlueLong14,F,22,24
Long-life,BlueLong,1,BlueLong14,F,22,24
Long-life,BlueLong,1,BlueLong15,M,22,22
Long-life,BlueLong,1,BlueLong15,M,21,20
Long-life,BlueLong,1,BlueLong15,M,21,20
Long-life,BlueLong,1,BlueLong15,M,22,19
Long-life,BlueLong,1,BlueLong15,F,22,26
Long-life,BlueLong,1,BlueLong15,M,22,20
Long-life,BlueLong,1,BlueLong15,M,22,17
Long-life,BlueLong,1,BlueLong15,M,23,22
Long-life,BlueLong,1,BlueLong15,M,22,24
Long-life,BlueLong,1,BlueLong15,M,22,19
Long-life,BlueLong,1,BlueLong15,F,23,28
Long-life,BlueLong,1,BlueLong15,F,23,29
Long-life,BlueLong,1,BlueLong15,F,22,36
Long-life,BlueLong,1,BlueLong15,M,22,18
Long-life,BlueLong,1,BlueLong15,M,22,19
Long-life,BlueLong,1,BlueLong15,M,27,20
Long-life,BlueLong,1,BlueLong15,M,21,18
Long-life,BlueLong,1,BlueLong15,M,21,18
Long-life,BlueLong,1,BlueLong15,F,21,22
Long-life,BlueLong,1,BlueLong15,M,22,18
Long-life,BlueLong,1,BlueLong15,M,22,15
Long-life,BlueLong,1,BlueLong15,M,23,23
Long-life,BlueLong,1,BlueLong15,F,23,28
Long-life,BlueLong,1,BlueLong15,F,21,23
Long-life,BlueLong,1,BlueLong15,F,23,36
Long-life,BlueLong,1,BlueLong15,M,23,20
Long-life,BlueLong,1,BlueLong15,M,21,21
Long-life,BlueLong,1,BlueLong15,M,22,21
Long-life,BlueLong,1,BlueLong15,F,23,28
Long-life,BlueLong,1,BlueLong15,F,22,31
Long-life,BlueLong,1,BlueLong15,F,23,32
Long-life,BlueLong,1,BlueLong15,M,23,19
Long-life,BlueLong,1,BlueLong15,M,23,25
Long-life,BlueLong,1,BlueLong15,F,22,33
Long-life,BlueLong,1,BlueLong15,M,22,17
Long-life,BlueLong,1,BlueLong15,M,22,21
Long-life,BlueLong,1,BlueLong15,F,24,21
Long-life,BlueLong,1,BlueLong15,F,26,28
Long-life,BlueLong,1,BlueLong15,F,21,29
Long-life,BlueLong,1,BlueLong15,F,23,29
Long-life,BlueLong,1,BlueLong15,F,21,27
Long-life,BlueLong,1,BlueLong15,F,23,30
Long-life,BlueLong,1,BlueLong15,M,23,19
Long-life,BlueLong,1,BlueLong15,M,21,24
Long-life,BlueLong,1,BlueLong15,M,22,20
Long-life,BlueLong,1,BlueLong15,M,23,20
Long-life,BlueLong,1,BlueLong15,M,21,21
Long-life,BlueLong,1,BlueLong16,F,21,36
Long-life,BlueLong,1,BlueLong16,F,21,30
Long-life,BlueLong,1,BlueLong16,M,21,20
Long-life,BlueLong,1,BlueLong16,F,21,30
Long-life,BlueLong,1,BlueLong16,F,21,34
Long-life,BlueLong,1,BlueLong16,F,22,34
Long-life,BlueLong,1,BlueLong16,F,21,32
Long-life,BlueLong,1,BlueLong16,M,21,24
Long-life,BlueLong,1,BlueLong16,F,23,30
Long-life,BlueLong,1,BlueLong16,M,21,27
Long-life,BlueLong,1,BlueLong16,F,21,32
Long-life,BlueLong,1,BlueLong16,M,21,24
Long-life,BlueLong,1,BlueLong16,F,22,29
Long-life,BlueLong,1,BlueLong16,M,21,22
Long-life,BlueLong,1,BlueLong16,F,21,37
Long-life,BlueLong,1,BlueLong16,M,20,25
Long-life,BlueLong,1,BlueLong16,F,24,28
Long-life,BlueLong,1,BlueLong16,F,22,27
Long-life,BlueLong,1,BlueLong16,F,21,28
Long-life,BlueLong,1,BlueLong16,M,22,22
Long-life,BlueLong,1,BlueLong16,M,22,20
Long-life,BlueLong,1,BlueLong16,F,21,31
Long-life,BlueLong,1,BlueLong16,F,21,27
Long-life,BlueLong,1,BlueLong16,F,21,30
Long-life,BlueLong,1,BlueLong16,M,21,23
Long-life,BlueLong,1,BlueLong16,F,21,28
Long-life,BlueLong,1,BlueLong16,M,23,16
Long-life,BlueLong,1,BlueLong16,M,21,21
Long-life,BlueLong,1,BlueLong16,M,21,24
Long-life,BlueLong,1,BlueLong16,F,21,24
Long-life,BlueLong,1,BlueLong16,M,20,19
Long-life,BlueLong,1,BlueLong16,F,21,32
Long-life,BlueLong,1,BlueLong16,F,21,30
Long-life,BlueLong,1,BlueLong16,F,20,30
Long-life,BlueLong,1,BlueLong16,F,21,29
Long-life,BlueLong,1,BlueLong16,M,20,25
Long-life,BlueLong,1,BlueLong16,M,21,24
Long-life,BlueLong,1,BlueLong16,M,21,21
Long-life,BlueLong,1,BlueLong16,F,22,26
Long-life,BlueLong,1,BlueLong16,F,21,25
Long-life,BlueLong,1,BlueLong16,F,21,32
Long-life,BlueLong,1,BlueLong17,M,23,19
Long-life,BlueLong,1,BlueLong17,M,22,20
Long-life,BlueLong,1,BlueLong17,M,23,22
Long-life,BlueLong,1,BlueLong17,M,21,17
Long-life,BlueLong,1,BlueLong17,F,21,20
Long-life,BlueLong,1,BlueLong17,F,22,30
Long-life,BlueLong,1,BlueLong17,M,22,13
Long-life,BlueLong,1,BlueLong17,M,22,20
Long-life,BlueLong,1,BlueLong17,F,21,26
Long-life,BlueLong,1,BlueLong17,M,21,21
Long-life,BlueLong,1,BlueLong17,M,21,22
Long-life,BlueLong,1,BlueLong17,M,22,25
Long-life,BlueLong,1,BlueLong17,M,23,20
Long-life,BlueLong,1,BlueLong17,F,23,32
Long-life,BlueLong,1,BlueLong17,M,22,20
Long-life,BlueLong,1,BlueLong17,M,23,23
Long-life,BlueLong,1,BlueLong17,F,22,30
Long-life,BlueLong,1,BlueLong17,M,21,22
Long-life,BlueLong,1,BlueLong17,M,21,21
Long-life,BlueLong,1,BlueLong17,M,21,21
Long-life,BlueLong,1,BlueLong17,F,22,29
Long-life,BlueLong,1,BlueLong17,F,22,27
Long-life,BlueLong,1,BlueLong17,F,21,33
Long-life,BlueLong,1,BlueLong17,F,22,25
Long-life,BlueLong,1,BlueLong17,F,22,28
Long-life,BlueLong,1,BlueLong17,M,22,20
Long-life,BlueLong,1,BlueLong17,F,21,30
Long-life,BlueLong,1,BlueLong17,M,21,22
Long-life,BlueLong,1,BlueLong17,M,21,22
Long-life,BlueLong,1,BlueLong17,M,25,23
Long-life,BlueLong,1,BlueLong17,F,21,27
Long-life,BlueLong,1,BlueLong17,M,22,20
Long-life,BlueLong,1,BlueLong17,F,23,25
Long-life,BlueLong,1,BlueLong17,M,22,16
Long-life,BlueLong,1,BlueLong17,F,21,31
Long-life,BlueLong,1,BlueLong17,F,22,28
Long-life,BlueLong,1,BlueLong17,F,22,31
Long-life,BlueLong,1,BlueLong17,M,21,17
Long-life,BlueLong,1,BlueLong17,M,25,21
Long-life,BlueLong,1,BlueLong17,M,21,16
Long-life,BlueLong,1,BlueLong17,M,22,18
Long-life,BlueLong,1,BlueLong17,F,22,23
Long-life,BlueLong,1,BlueLong17,M,21,20
Long-life,BlueLong,1,BlueLong17,M,25,23
Long-life,BlueLong,1,BlueLong17,M,22,25
Long-life,BlueLong,1,BlueLong17,M,21,24
Long-life,BlueLong,1,BlueLong17,M,22,23
Long-life,BlueLong,1,BlueLong18,F,21,35
Long-life,BlueLong,1,BlueLong18,M,23,17
Long-life,BlueLong,1,BlueLong18,F,22,24
Long-life,BlueLong,1,BlueLong18,F,22,32
Long-life,BlueLong,1,BlueLong18,M,23,17
Long-life,BlueLong,1,BlueLong18,M,21,17
Long-life,BlueLong,1,BlueLong18,M,21,21
Long-life,BlueLong,1,BlueLong18,M,21,17
Long-life,BlueLong,1,BlueLong18,M,23,18
Long-life,BlueLong,1,BlueLong18,F,21,25
Long-life,BlueLong,1,BlueLong18,M,22,14
Long-life,BlueLong,1,BlueLong18,M,21,17
Long-life,BlueLong,1,BlueLong18,M,21,17
Long-life,BlueLong,1,BlueLong18,M,21,17
Long-life,BlueLong,1,BlueLong18,F,22,33
Long-life,BlueLong,1,BlueLong18,M,21,16
Long-life,BlueLong,1,BlueLong18,M,21,17
Long-life,BlueLong,1,BlueLong18,F,22,29
Long-life,BlueLong,1,BlueLong18,M,22,23
Long-life,BlueLong,1,BlueLong18,F,21,26
Long-life,BlueLong,1,BlueLong18,F,22,26
Long-life,BlueLong,1,BlueLong18,F,22,22
Long-life,BlueLong,1,BlueLong18,F,22,19
Long-life,BlueLong,1,BlueLong18,F,23,25
Long-life,BlueLong,1,BlueLong18,F,21,25
Long-life,BlueLong,1,BlueLong18,M,22,15
Long-life,BlueLong,1,BlueLong18,F,23,21
Long-life,BlueLong,1,BlueLong18,M,22,15
Long-life,BlueLong,1,BlueLong18,M,21,18
Long-life,BlueLong,1,BlueLong18,F,24,15
Long-life,BlueLong,1,BlueLong18,M,25,13
Long-life,BlueLong,1,BlueLong18,F,22,22
Long-life,BlueLong,1,BlueLong18,M,21,17
Long-life,BlueLong,1,BlueLong18,F,21,25
Long-life,BlueLong,1,BlueLong18,F,21,34
Long-life,BlueLong,1,BlueLong18,F,21,24
Long-life,BlueLong,1,BlueLong18,F,23,25
Long-life,BlueLong,1,BlueLong18,F,21,27
Long-life,BlueLong,1,BlueLong18,M,21,13
Long-life,BlueLong,1,BlueLong18,F,23,24
Long-life,BlueLong,1,BlueLong18,M,21,15
Long-life,BlueLong,1,BlueLong18,M,21,19
Long-life,BlueLong,1,BlueLong19,M,21,22
Long-life,BlueLong,1,BlueLong19,F,21,25
Long-life,BlueLong,1,BlueLong19,M,22,23
Long-life,BlueLong,1,BlueLong19,F,22,30
Long-life,BlueLong,1,BlueLong19,M,22,27
Long-life,BlueLong,1,BlueLong19,F,22,26
Long-life,BlueLong,1,BlueLong19,M,21,22
Long-life,BlueLong,1,BlueLong19,M,21,22
Long-life,BlueLong,1,BlueLong19,M,21,22
Long-life,BlueLong,1,BlueLong19,M,21,16
Long-life,BlueLong,1,BlueLong19,M,21,20
Long-life,BlueLong,1,BlueLong19,M,22,20
Long-life,BlueLong,1,BlueLong19,M,22,23
Long-life,BlueLong,1,BlueLong19,M,21,22
Long-life,BlueLong,1,BlueLong19,M,22,24
Long-life,BlueLong,1,BlueLong19,F,21,32
Long-life,BlueLong,1,BlueLong19,M,21,23
Long-life,BlueLong,1,BlueLong19,F,21,28
Long-life,BlueLong,1,BlueLong19,M,22,18
Long-life,BlueLong,1,BlueLong19,M,21,21
Long-life,BlueLong,1,BlueLong19,M,21,22
Long-life,BlueLong,1,BlueLong19,M,21,20
Long-life,BlueLong,1,BlueLong19,F,22,22
Long-life,BlueLong,1,BlueLong19,M,22,26
Long-life,BlueLong,1,BlueLong19,F,23,29
Long-life,BlueLong,1,BlueLong19,F,21,27
Long-life,BlueLong,1,BlueLong19,M,21,17
Long-life,BlueLong,1,BlueLong19,M,21,19
Long-life,BlueLong,1,BlueLong19,M,22,21
Long-life,BlueLong,1,BlueLong19,F,22,23
Long-life,BlueLong,1,BlueLong19,M,21,21
Long-life,BlueLong,1,BlueLong19,M,21,21
Long-life,BlueLong,1,BlueLong19,M,23,20
Long-life,BlueLong,1,BlueLong19,F,21,23
Long-life,BlueLong,1,BlueLong19,F,21,26
Long-life,BlueLong,1,BlueLong19,M,21,20
Long-life,BlueLong,1,BlueLong19,M,21,21
Long-life,BlueLong,1,BlueLong19,F,22,23
Long-life,BlueLong,1,BlueLong19,M,21,21
Long-life,BlueLong,1,BlueLong19,F,21,24
Long-life,BlueLong,1,BlueLong19,M,21,15
Long-life,BlueLong,1,BlueLong19,M,23,24
Long-life,BlueLong,1,BlueLong19,M,21,18
Long-life,BlueLong,1,BlueLong19,F,21,24
Long-life,BlueLong,1,BlueLong19,M,21,18
Long-life,BlueLong,1,BlueLong20,M,21,19
Long-life,BlueLong,1,BlueLong20,F,22,34
Long-life,BlueLong,1,BlueLong20,M,21,12
Long-life,BlueLong,1,BlueLong20,F,22,26
Long-life,BlueLong,1,BlueLong20,M,23,21
Long-life,BlueLong,1,BlueLong20,M,21,17
Long-life,BlueLong,1,BlueLong20,F,22,27
Long-life,BlueLong,1,BlueLong20,F,22,28
Long-life,BlueLong,1,BlueLong20,F,21,29
Long-life,BlueLong,1,BlueLong20,F,23,34
Long-life,BlueLong,1,BlueLong20,M,29,3
Long-life,BlueLong,1,BlueLong20,M,21,17
Long-life,BlueLong,1,BlueLong20,M,21,17
Long-life,BlueLong,1,BlueLong20,M,22,18
Long-life,BlueLong,1,BlueLong20,M,21,15
Long-life,BlueLong,1,BlueLong20,M,21,17
Long-life,BlueLong,1,BlueLong20,M,22,19
Long-life,BlueLong,1,BlueLong20,F,21,33
Long-life,BlueLong,1,BlueLong20,F,22,32
Long-life,BlueLong,1,BlueLong20,M,22,20
Long-life,BlueLong,1,BlueLong20,M,22,17
Long-life,BlueLong,1,BlueLong20,F,22,37
Long-life,BlueLong,1,BlueLong20,M,22,14
Long-life,BlueLong,1,BlueLong20,M,21,19
Long-life,BlueLong,1,BlueLong20,M,22,21
Long-life,BlueLong,1,BlueLong20,M,21,19
Long-life,BlueLong,1,BlueLong20,M,21,18
Long-life,BlueLong,1,BlueLong20,F,22,22
Long-life,BlueLong,1,BlueLong20,F,21,26
Long-life,BlueLong,1,BlueLong20,F,21,31
Long-life,BlueLong,1,BlueLong20,F,23,26
Long-life,BlueLong,1,BlueLong20,M,22,15
Long-life,BlueLong,1,BlueLong20,M,22,19
Long-life,BlueLong,1,BlueLong20,M,22,25
Long-life,BlueLong,1,BlueLong20,F,23,33
Short-life,GreenShort,2,GreenShort1,M,23,11
Short-life,GreenShort,2,GreenShort1,M,22,17
Short-life,GreenShort,2,GreenShort1,F,22,18
Short-life,GreenShort,2,GreenShort1,F,23,29
Short-life,GreenShort,2,GreenShort1,M,22,19
Short-life,GreenShort,2,GreenShort1,M,22,16
Short-life,GreenShort,2,GreenShort1,F,23,26
Short-life,GreenShort,2,GreenShort1,F,22,26
Short-life,GreenShort,2,GreenShort1,M,22,10
Short-life,GreenShort,2,GreenShort1,F,23,33
Short-life,GreenShort,2,GreenShort1,F,23,24
Short-life,GreenShort,2,GreenShort1,M,23,15
Short-life,GreenShort,2,GreenShort1,F,23,31
Short-life,GreenShort,2,GreenShort1,F,22,22
Short-life,GreenShort,2,GreenShort1,M,23,15
Short-life,GreenShort,2,GreenShort1,F,26,14
Short-life,GreenShort,2,GreenShort1,F,28,15
Short-life,GreenShort,2,GreenShort1,M,22,15
Short-life,GreenShort,2,GreenShort1,M,23,14
Short-life,GreenShort,2,GreenShort1,F,22,30
Short-life,GreenShort,2,GreenShort2,M,22,23
Short-life,GreenShort,2,GreenShort2,F,25,36
Short-life,GreenShort,2,GreenShort2,F,22,33
Short-life,GreenShort,2,GreenShort2,F,23,30
Short-life,GreenShort,2,GreenShort2,M,21,18
Short-life,GreenShort,2,GreenShort2,F,22,27
Short-life,GreenShort,2,GreenShort2,M,21,15
Short-life,GreenShort,2,GreenShort2,F,23,14
Short-life,GreenShort,2,GreenShort2,F,22,32
Short-life,GreenShort,2,GreenShort2,M,22,16
Short-life,GreenShort,2,GreenShort2,M,22,20
Short-life,GreenShort,2,GreenShort2,M,21,20
Short-life,GreenShort,2,GreenShort2,M,21,21
Short-life,GreenShort,2,GreenShort2,F,22,29
Short-life,GreenShort,2,GreenShort2,M,22,21
Short-life,GreenShort,2,GreenShort2,F,22,27
Short-life,GreenShort,2,GreenShort2,M,22,17
Short-life,GreenShort,2,GreenShort2,F,23,30
Short-life,GreenShort,2,GreenShort2,F,22,27
Short-life,GreenShort,2,GreenShort2,M,22,19
Short-life,GreenShort,2,GreenShort2,F,23,31
Short-life,GreenShort,2,GreenShort3,M,22,16
Short-life,GreenShort,2,GreenShort3,M,21,20
Short-life,GreenShort,2,GreenShort3,F,26,36
Short-life,GreenShort,2,GreenShort3,F,24,23
Short-life,GreenShort,2,GreenShort3,F,22,13
Short-life,GreenShort,2,GreenShort3,M,22,19
Short-life,GreenShort,2,GreenShort3,F,22,25
Short-life,GreenShort,2,GreenShort3,F,22,25
Short-life,GreenShort,2,GreenShort3,F,23,26
Short-life,GreenShort,2,GreenShort3,M,23,20
Short-life,GreenShort,2,GreenShort3,F,23,32
Short-life,GreenShort,2,GreenShort3,F,23,31
Short-life,GreenShort,2,GreenShort3,F,24,23
Short-life,GreenShort,2,GreenShort3,M,22,19
Short-life,GreenShort,2,GreenShort3,F,23,37
Short-life,GreenShort,2,GreenShort3,M,25,16
Short-life,GreenShort,2,GreenShort3,F,24,33
Short-life,GreenShort,2,GreenShort3,F,26,24
Short-life,GreenShort,2,GreenShort3,M,22,16
Short-life,GreenShort,2,GreenShort3,M,21,31
Short-life,GreenShort,2,GreenShort3,M,22,24
Short-life,GreenShort,2,GreenShort3,F,26,15
Short-life,GreenShort,2,GreenShort3,M,22,19
Short-life,GreenShort,2,GreenShort3,M,26,14
Short-life,GreenShort,2,GreenShort3,M,23,18
Short-life,GreenShort,2,GreenShort3,F,22,24
Short-life,GreenShort,2,GreenShort3,M,22,18
Short-life,GreenShort,2,GreenShort4,M,22,21
Short-life,GreenShort,2,GreenShort4,M,25,19
Short-life,GreenShort,2,GreenShort4,M,22,19
Short-life,GreenShort,2,GreenShort4,M,23,21
Short-life,GreenShort,2,GreenShort4,F,22,23
Short-life,GreenShort,2,GreenShort4,M,21,18
Short-life,GreenShort,2,GreenShort4,F,24,36
Short-life,GreenShort,2,GreenShort4,F,22,28
Short-life,GreenShort,2,GreenShort4,M,23,20
Short-life,GreenShort,2,GreenShort4,M,22,15
Short-life,GreenShort,2,GreenShort4,M,22,16
Short-life,GreenShort,2,GreenShort4,M,23,19
Short-life,GreenShort,2,GreenShort4,M,23,15
Short-life,GreenShort,2,GreenShort4,F,22,23
Short-life,GreenShort,2,GreenShort4,M,23,20
Short-life,GreenShort,2,GreenShort4,F,23,29
Short-life,GreenShort,2,GreenShort5,M,22,19
Short-life,GreenShort,2,GreenShort5,M,22,18
Short-life,GreenShort,2,GreenShort5,M,22,14
Short-life,GreenShort,2,GreenShort5,M,22,20
Short-life,GreenShort,2,GreenShort5,F,22,23
Short-life,GreenShort,2,GreenShort5,M,21,17
Short-life,GreenShort,2,GreenShort5,F,22,28
Short-life,GreenShort,2,GreenShort5,F,22,14
Short-life,GreenShort,2,GreenShort5,F,22,29
Short-life,GreenShort,2,GreenShort5,F,22,28
Short-life,GreenShort,2,GreenShort5,M,21,18
Short-life,GreenShort,2,GreenShort5,M,21,19
Short-life,GreenShort,2,GreenShort5,M,21,11
Short-life,GreenShort,2,GreenShort5,F,22,27
Short-life,GreenShort,2,GreenShort5,F,22,23
Short-life,GreenShort,2,GreenShort5,F,21,26
Short-life,GreenShort,2,GreenShort5,F,22,26
Short-life,GreenShort,2,GreenShort6,M,23,18
Short-life,GreenShort,2,GreenShort6,F,24,34
Short-life,GreenShort,2,GreenShort6,M,23,19
Short-life,GreenShort,2,GreenShort6,M,23,15
Short-life,GreenShort,2,GreenShort6,M,23,17
Short-life,GreenShort,2,GreenShort6,F,22,26
